7.279725170108895;0.0	8.27240329206894;0.0	7.518161304040044;0.0	8.05922924495447;0.0	7.024952486136709;0.0	
7.041329065060613;0.0	7.959016551576403;0.0	7.3820564388422865;0.0	5.826402561468679;0.0	5.083833673080619;0.0	
5.170261165310318;0.0	7.561559525975739;0.0	6.563309681361903;0.0	5.389923157264286;0.0	5.093519764120271;0.0	
5.658320031659109;0.0	6.203822880685341;0.0	5.718874873429974;0.0	5.322796279537069;0.0	5.075181787140078;0.0	
4.155789035671767;0.0	6.424071518553483;0.0	5.625316367224707;0.0	5.7491103011246265;0.0	5.073024545011492;0.0	
4.577512224863848;0.0	6.252995209284579;0.0	5.9643994028691765;0.0	5.675205227486771;0.0	5.135697510043112;0.0	
6.36653317777458;0.0	6.566524189683512;0.0	6.1828650919255415;0.0	7.286709405684576;0.0	6.97523535243405;0.0	
6.530029141122599;0.0	7.8051707362254445;0.0	6.881478906231053;0.0	7.638645338328804;0.0	6.1429200446840335;0.0	
5.929022131437825;0.0	7.288821411841124;0.0	6.430586966586485;0.0	5.567299491054118;0.0	5.346482093782592;0.0	
3.9878308961315945;0.0	5.90987403086705;0.0	5.5543608569823935;0.0	5.225390136692597;0.0	5.309674655536134;0.0	
6.060039039890542;0.0	6.0588562991375;0.0	5.787549116974885;0.0	5.507638332694088;0.0	5.037115673160595;0.0	
6.168901778693591;0.0	7.136261594676998;0.0	6.317051884222813;0.0	5.908414588503731;0.0	5.358281166273607;0.0	
5.421156559424976;0.0	6.365963383763629;0.0	6.321884098892943;0.0	6.051358653694055;0.0	5.13296695562471;0.0	
4.250394596472132;0.0	6.23252304797161;0.0	5.728435799558844;0.0	5.269675584450551;0.0	5.209081166929938;0.0	
5.455942192969879;0.0	6.15618299282807;0.0	5.486609943928195;0.0	5.378451274121437;0.0	5.1397144470754395;0.0	
5.298070734890871;0.0	6.10370932888387;0.0	5.310662759064852;0.0	5.171870994731408;0.0	4.99086984974339;0.0	
5.943498265834699;0.0	6.251885491296129;0.0	5.6620733114652495;0.0	5.666817186381453;0.0	5.446625342761033;0.0	
6.95894684425119;0.0	8.051335760002077;0.0	6.721882305247506;0.0	8.065470125351169;0.0	7.186829336446502;0.0	
6.730382595101566;0.0	7.446095663280072;0.0	6.213513045254262;0.0	5.228901976522565;0.0	4.831145849722255;0.0	
6.487600137215701;0.0	6.489922894621616;0.0	5.570071469622319;0.0	5.311901272796082;0.0	4.9026326897479935;0.0	
6.072092559910184;0.0	6.567356132335254;0.0	5.947570719714613;0.0	5.51389331116622;0.0	5.041948612019867;0.0	
4.797164902196308;0.0	6.062805887440163;0.0	5.785934321711057;0.0	5.947795254054023;0.0	5.217725580104093;0.0	
5.932794256303635;0.0	6.499264726048941;0.0	5.895557961856535;0.0	5.90134281470562;0.0	5.114454075574277;0.0	
